Country,DATE,MF(Gt),People(万人),Urbanization(%),GDP(亿美元),Oil(艾焦),Gas(艾焦),Coal(艾焦),一次能源消费量(艾焦)
马来西亚,1996,0.3664,2069,56.97,1008.5539,0.8874,0.5866,0.0702,1.5994
马来西亚,1997,0.3418,2125,58.24,1000.0532,1.0151,0.7283,0.0679,1.8556
马来西亚,1998,0.206,2181,59.5,721.675,0.9279,0.7358,0.0724,1.7836
马来西亚,1999,0.2207,2237,60.74,791.4842,0.9069,0.8375,0.0812,1.9059
马来西亚,2000,0.2979,2295,61.98,937.8974,0.9804,1.0351,0.104,2.2005
马来西亚,2001,0.3545,2354,62.92,927.8395,1.0603,0.9975,0.1243,2.2529
马来西亚,2002,0.303,2414,63.86,1008.4553,1.1479,1.0112,0.1524,2.373
马来西亚,2003,0.3279,2474,64.78,1102.0237,1.201,1.0896,0.2224,2.571
马来西亚,2004,0.333,2533,65.69,1247.4947,1.259,1.177,0.2775,2.7779
马来西亚,2005,0.3375,2592,66.59,1435.3441,1.3039,1.3454,0.2882,3.0063
马来西亚,2006,0.3775,2651,67.48,1626.9226,1.2611,1.3991,0.3053,3.0378
马来西亚,2007,0.4115,2709,68.36,1935.4957,1.3449,1.4545,0.3702,3.2402
马来西亚,2008,0.4252,2766,69.23,2308.1161,1.2905,1.5678,0.4093,3.3574
马来西亚,2009,0.4258,2822,70.08,2022.5745,1.2802,1.4408,0.4445,3.251
马来西亚,2010,0.456,2872,70.91,2550.1764,1.2933,1.3688,0.6183,3.3587
马来西亚,2011,0.5774,2918,71.61,2979.5167,1.321,1.3794,0.6181,3.4171
马来西亚,2012,0.6324,2966,72.28,3144.4305,1.4477,1.5126,0.6645,3.7383
马来西亚,2013,0.5861,3013,72.93,3232.7624,1.5397,1.6044,0.6304,3.9123
马来西亚,2014,0.6081,3061,73.58,3380.661,1.546,1.6095,0.6425,3.9514
马来西亚,2015,0.6043,3107,74.21,3013.5527,1.4358,1.6862,0.7283,4.0129
马来西亚,2016,0.6208,3153,74.84,3012.5603,1.597,1.6197,0.7842,4.222
马来西亚,2017,0.691,3198,75.45,3191.0909,1.5023,1.6216,0.8691,4.2779
马来西亚,2018,0.8291,3240,76.04,3587.8885,1.5233,1.6084,0.9322,4.3544
马来西亚,2019,0.7001,3280,76.61,3651.7772,1.6559,1.6277,0.881,4.4667
马来西亚,2020,0.7968,3320,77.16,3374.5616,1.3664,1.5701,1.0371,4.3024
马来西亚,2021,0.6838,3357,77.7,3738.3243,1.4817,1.7801,0.9448,4.5805
马来西亚,2022,0.7075,3394,78.21,4070.2745,1.7267,1.7777,0.938,4.8366
美国,1993,7.5465,25992,76.49,68585.59,33.7538,20.1579,19.8808,84.2041
美国,1994,8.0751,26313,76.88,72872.36,34.6311,20.6319,19.9553,85.7534
美国,1995,7.9324,26628,77.26,76397.49,34.5511,21.5274,20.135,87.6273
美国,1996,8.2078,26939,77.64,80731.22,35.8097,21.92,21.0503,90.581
美国,1997,8.6216,27266,78.01,85775.5446,36.2872,22.0511,21.4948,91.2609
美国,1998,9.1649,27585,78.38,90628.182,36.904,21.6784,21.7056,91.845
美国,1999,9.6349,27904,78.74,96311.7449,37.9335,21.7535,21.6723,93.4744
美国,2000,9.9503,28216,79.06,102509.48,38.3549,22.6221,22.6315,95.5635
美国,2001,9.9761,28497,79.23,105819.2977,38.2927,21.6237,21.9647,93.286
美国,2002,9.9518,28763,79.41,109291.1296,38.3127,22.324,21.9544,94.6723
美国,2003,10.297,29011,79.58,114564.4204,38.8933,21.6788,22.3723,94.9684
美国,2004,10.7326,29281,79.76,122171.932,40.3123,21.7666,22.5179,96.8312
美国,2005,11.1324,29552,79.93,130391.9919,40.3707,21.4269,22.849,96.8765
美国,2006,10.8403,29838,80.1,138155.8695,39.8553,21.1168,22.4989,96.1132
美国,2007,10.2198,30123,80.27,144742.2691,39.6063,22.469,22.8019,97.4296
美国,2008,9.3714,30409,80.44,147698.5791,36.9853,22.6401,22.439,95.0599
美国,2009,8.4716,30677,80.61,144780.6493,35.0541,22.2346,19.7366,90.3799
美国,2010,8.443,30933,80.77,150489.6444,35.6084,23.335,20.882,93.4267
美国,2011,8.1756,31158,80.94,155997.2812,34.9004,23.6956,19.7031,92.6138
美国,2012,8.5187,31388,81.12,162539.7223,34.1013,24.7724,17.4183,90.1723
美国,2013,8.7635,31606,81.3,168431.9099,34.6592,25.4528,18.0802,92.6199
美国,2014,9.1247,31839,81.48,175506.8017,34.8958,26.0014,18.0391,93.5864
美国,2015,9.4836,32074,81.67,182060.2074,35.6066,26.7689,15.5847,92.6893
美国,2016,9.6732,32307,81.86,186951.1084,35.8617,26.9676,14.2587,92.6033
美国,2017,9.7294,32512,82.06,194773.3655,36.208,26.6397,13.8693,92.9485
美国,2018,9.8362,32684,82.26,205330.5731,37.079,29.5907,13.2821,96.3538
美国,2019,9.5426,32833,82.46,213809.7612,37.0222,30.636,11.3417,95.6691
美国,2020,9.351,33151,82.66,210604.7361,32.5166,29.9839,9.2023,88.5712
美国,2021,9.8901,33203,82.87,233150.8056,35.5082,30.0889,10.5728,93.4021
美国,2022,9.9287,33329,83.08,254397,36.15,31.7236,9.8684,95.9104
孟加拉国,1993,0.2027,11342,20.97,331.6652,0.0928,0.207,0.0013,0.3076
孟加拉国,1994,0.2008,11561,21.33,337.6866,0.0967,0.2195,0.0012,0.3265
孟加拉国,1995,0.2306,11779,21.69,379.3975,0.1255,0.2427,0.0134,0.3856
孟加拉国,1996,0.2536,11988,22.06,464.3848,0.1282,0.2605,0.0074,0.4039
孟加拉国,1997,0.2421,12204,22.44,482.4431,0.1472,0.2561,0.0135,0.4244
孟加拉国,1998,0.2803,12435,22.82,499.8456,0.1622,0.2767,0.0039,0.452
孟加拉国,1999,0.2923,12675,23.2,512.7057,0.1447,0.3017,0.0019,0.4571
孟加拉国,2000,0.3203,12919,23.59,533.6979,0.1422,0.3261,0.0138,0.49
孟加拉国,2001,0.3285,13167,24.1,539.9129,0.1698,0.3652,0.0146,0.5601
孟加拉国,2002,0.34,13414,24.76,547.2408,0.1544,0.3842,0.0153,0.5617
孟加拉国,2003,0.3498,13650,25.43,601.5893,0.158,0.4132,0.0146,0.5937
孟加拉国,2004,0.3164,13879,26.11,651.0854,0.1636,0.4442,0.0146,0.6303
孟加拉国,2005,0.3644,14091,26.81,694.4294,0.1674,0.4775,0.0301,0.6827
孟加拉国,2006,0.3778,14263,27.52,718.1908,0.1683,0.5171,0.0457,0.7388
孟加拉国,2007,0.3687,14414,28.24,796.1189,0.1595,0.5521,0.0373,0.7566
孟加拉国,2008,0.3756,14542,28.97,916.3128,0.1617,0.5896,0.0392,0.8002
孟加拉国,2009,0.4018,14671,29.71,1024.7778,0.1488,0.6749,0.049,0.8772
孟加拉国,2010,0.409,14839,30.46,1152.7908,0.1685,0.6931,0.0312,0.9006
孟加拉国,2011,0.4446,15021,31.23,1286.3798,0.2161,0.705,0.0465,0.9768
孟加拉国,2012,0.5354,15209,31.99,1333.5582,0.2461,0.7681,0.0384,1.0612
孟加拉国,2013,0.5569,15403,32.76,1499.9053,0.2522,0.7903,0.0531,1.1041
孟加拉国,2014,0.4192,15596,33.54,1728.8543,0.2761,0.8288,0.0337,1.1458
孟加拉国,2015,0.4944,15783,34.31,1950.7857,0.3351,0.9307,0.1103,1.3868
孟加拉国,2016,0.6879,15978,35.08,2652.3639,0.3437,0.9522,0.0829,1.3896
孟加拉国,2017,0.7122,16179,35.86,2937.5478,0.3926,0.9573,0.0904,1.4527
孟加拉国,2018,0.7941,16368,36.63,3213.7913,0.4485,0.9874,0.1028,1.5498
孟加拉国,2019,0.83,16552,37.41,3512.384,0.44,1.1136,0.173,1.7377
孟加拉国,2020,0.77,16742,38.18,3739.022,0.3697,1.077,0.1884,1.6455
孟加拉国,2021,0.7932,16936,38.95,4162.648,0.4603,1.1015,0.1523,1.7261
孟加拉国,2022,0.7953,17119,39.71,4602.0127,0.5502,1.0511,0.1798,1.7946
秘鲁,1993,0.157,2351,70.09,348.3208,0.2539,0.0138,0.0121,0.4066
秘鲁,1994,0.1769,2398,70.52,448.8208,0.2758,0.0143,0.0149,0.4421
秘鲁,1995,0.1852,2445,70.95,533.1279,0.3111,0.0139,0.0156,0.48
秘鲁,1996,0.1928,2491,71.38,552.5241,0.3209,0.0141,0.0164,0.4948
秘鲁,1997,0.1954,2537,71.8,581.4752,0.3173,0.0084,0.0171,0.4852
秘鲁,1998,0.1997,2582,72.22,555.0147,0.3192,0.0142,0.0187,0.5006
秘鲁,1999,0.2065,2625,72.63,501.8732,0.3259,0.0142,0.017,0.5135
秘鲁,2000,0.1963,2665,73.04,517.4475,0.3181,0.012,0.0264,0.5305
秘鲁,2001,0.2094,2701,73.45,520.3016,0.3009,0.0128,0.0239,0.5259
秘鲁,2002,0.206,2733,73.85,547.7755,0.2981,0.0153,0.0328,0.5385
秘鲁,2003,0.1966,2762,74.25,587.3103,0.2819,0.0181,0.0352,0.5316
秘鲁,2004,0.186,2789,74.64,667.687,0.3148,0.0298,0.038,0.5666
秘鲁,2005,0.1775,2815,75.03,760.6061,0.3087,0.0526,0.0386,0.5894
秘鲁,2006,0.1716,2838,75.42,886.4319,0.2938,0.0615,0.0328,0.5961
秘鲁,2007,0.1757,2860,75.8,1021.7098,0.3058,0.0927,0.0433,0.649
秘鲁,2008,0.1924,2881,76.05,1205.506,0.3423,0.1177,0.0386,0.7007
秘鲁,2009,0.1856,2901,76.24,1208.2299,0.3472,0.1204,0.0347,0.7144
秘鲁,2010,0.2033,2923,76.43,1475.2763,0.3655,0.1953,0.034,0.811
秘鲁,2011,0.2104,2948,76.62,1717.6174,0.4034,0.2265,0.0342,0.8948
秘鲁,2012,0.2218,2975,76.8,1926.5002,0.4012,0.247,0.0365,0.9242
秘鲁,2013,0.2351,3004,76.99,2011.7554,0.4205,0.2413,0.0369,0.9453
秘鲁,2014,0.2454,3035,77.17,2007.8625,0.4138,0.2675,0.0364,0.9678
秘鲁,2015,0.2449,3071,77.36,1898.0298,0.4417,0.2752,0.0339,1.014
秘鲁,2016,0.2372,3113,77.54,1918.981,0.4691,0.3058,0.0362,1.0762
秘鲁,2017,0.2285,3161,77.72,2110.0798,0.4771,0.2697,0.0314,1.0929
秘鲁,2018,0.235,3220,77.91,2225.9701,0.4917,0.2889,0.0283,1.1463
秘鲁,2019,0.2255,3282,78.1,2283.2582,0.507,0.2956,0.0295,1.1757
秘鲁,2020,0.2534,3330,78.3,2019.4762,0.387,0.2567,0.0214,1.003
秘鲁,2021,0.258,3372,78.5,2237.178,0.479,0.2888,0.0215,1.1424
秘鲁,2022,0.2644,3405,78.71,2426.3157,0.4971,0.3463,0.0293,1.2056
摩洛哥,1993,0.1198,2581,50.57,316.5547,0.2851,0.0007,0.0506,0.3412
摩洛哥,1994,0.1354,2620,51.3,356.0414,0.3099,0.0007,0.0564,0.376
摩洛哥,1995,0.1246,2660,51.69,390.3029,0.2935,0.0005,0.0684,0.3688
摩洛哥,1996,0.1476,2700,52.02,431.6157,0.2767,0.0006,0.0875,0.3856
摩洛哥,1997,0.1324,2740,52.35,391.4784,0.2943,0.0011,0.0834,0.4009
摩洛哥,1998,0.148,2779,52.68,464.9761,0.2916,0.0012,0.0994,0.4112
摩洛哥,1999,0.143,2818,53.01,462.6643,0.3213,0.0014,0.0951,0.4266
摩洛哥,2000,0.146,2855,53.34,430.1746,0.3005,0.0016,0.1124,0.4229
摩洛哥,2001,0.1597,2893,53.66,438.3148,0.3011,0.0016,0.1429,0.4569
摩洛哥,2002,0.161,2930,53.99,470.7719,0.3133,0.002,0.1421,0.4683
摩洛哥,2003,0.182,2966,54.32,580.2936,0.3135,0.0019,0.137,0.4696
摩洛哥,2004,0.1896,3003,54.64,661.1415,0.3622,0.0025,0.1516,0.5348
摩洛哥,2005,0.136,3043,55.17,688.5266,0.3936,0.0162,0.1589,0.5808
摩洛哥,2006,0.1939,3083,55.75,758.8382,0.3991,0.0201,0.1616,0.5928
摩洛哥,2007,0.1922,3123,56.32,869.4791,0.4176,0.0227,0.1353,0.5876
摩洛哥,2008,0.2179,3163,56.89,1018.2291,0.4604,0.0224,0.1534,0.6485
摩洛哥,2009,0.2416,3204,57.45,1011.5495,0.4652,0.0246,0.1133,0.6328
摩洛哥,2010,0.2277,3246,58.02,1008.6533,0.5173,0.0266,0.1167,0.7018
摩洛哥,2011,0.2318,3290,58.58,1100.8063,0.552,0.0336,0.1247,0.7371
摩洛哥,2012,0.2308,3335,59.14,1069.3739,0.5554,0.045,0.1266,0.7503
摩洛哥,2013,0.2471,3380,59.7,1157.3929,0.5618,0.0436,0.1256,0.7703
摩洛哥,2014,0.2286,3425,60.26,1191.3084,0.5353,0.0423,0.169,0.7813
摩洛哥,2015,0.2293,3468,60.81,1104.1382,0.5239,0.0424,0.1861,0.7951
摩洛哥,2016,0.2284,3511,61.36,1115.7295,0.5366,0.0431,0.1793,0.804
摩洛哥,2017,0.2302,3553,61.91,1185.4057,0.5681,0.0428,0.1864,0.8417
摩洛哥,2018,0.2459,3593,62.45,1273.4115,0.5546,0.0386,0.2156,0.8705
摩洛哥,2019,0.227,3630,62.99,1289.2027,0.5628,0.0365,0.279,0.9498
摩洛哥,2020,0.2225,3669,63.53,1213.5365,0.4909,0.0283,0.2801,0.8653
摩洛哥,2021,0.256,3708,64.07,1418.178,0.557,0.0284,0.3075,0.9659
摩洛哥,2022,0.2549,3746,64.6,1309.1256,0.5696,0.008,0.2796,0.9244
墨西哥,1993,0.8943,8665,72.6,5301.6076,3.4104,1.0198,0.1559,4.9874
墨西哥,1994,0.9556,8831,72.99,5536.1825,3.6772,1.0837,0.1883,5.2727
墨西哥,1995,0.769,8997,73.37,3801.5747,3.4204,1.1048,0.2097,5.1816
墨西哥,1996,0.8657,9159,73.67,4321.5795,3.4724,1.126,0.2405,5.3168
墨西哥,1997,0.9421,9318,73.93,5234.4953,3.625,1.1317,0.2407,5.4457
墨西哥,1998,1.0249,9477,74.19,5574.611,3.7957,1.2052,0.2461,5.667
墨西哥,1999,1.0836,9633,74.44,6312.4936,3.7695,1.2165,0.2504,5.7494
墨西哥,2000,1.1493,9787,74.72,7420.6133,4.0235,1.2929,0.2743,6.0958
墨西哥,2001,1.1763,9939,75.05,7960.6459,3.9852,1.3029,0.3012,6.0465
墨西哥,2002,1.1663,10092,75.37,8106.6612,3.7842,1.4785,0.5044,6.1922
墨西哥,2003,1.1529,10243,75.68,7655.4997,3.9067,1.6023,0.3719,6.2674
墨西哥,2004,1.1689,10395,76,8194.5923,4.0963,1.7288,0.3806,6.6351
墨西哥,2005,1.1731,10544,76.31,9175.7185,4.4145,1.8976,0.4803,7.2706
墨西哥,2006,1.2167,10689,76.62,10202.6506,4.2654,2.0984,0.5155,7.377
墨西哥,2007,1.2342,10830,76.92,11023.5555,4.4511,2.0535,0.4737,7.4465
墨西哥,2008,1.2507,10968,77.22,11615.5346,4.5932,2.1599,0.4232,7.7527
墨西哥,2009,1.0827,11105,77.52,9434.3742,4.3905,2.3461,0.4311,7.622
墨西哥,2010,1.162,11253,77.82,11054.2424,4.2167,2.3776,0.5332,7.6449
墨西哥,2011,1.2041,11415,78.11,12290.137,4.2773,2.5491,0.6168,7.9919
墨西哥,2012,1.2245,11576,78.41,12551.1042,4.3692,2.6515,0.5374,8.0635
墨西哥,2013,1.2331,11729,78.7,13274.3629,4.2304,2.8006,0.5336,8.0686
墨西哥,2014,1.3028,11876,78.99,13645.0772,4.0374,2.8385,0.5326,8.019
墨西哥,2015,1.1924,12015,79.29,12132.9447,3.9161,2.9082,0.5315,7.9307
墨西哥,2016,1.2154,12152,79.58,11122.335,4.0234,2.9891,0.5207,8.1102
墨西哥,2017,1.1873,12284,79.87,11907.2148,3.9259,3.0972,0.6363,8.265
墨西哥,2018,1.2627,12401,80.16,12563.0018,3.6764,3.2499,0.5672,8.1565
墨西哥,2019,1.2115,12509,80.44,13052.1248,3.4994,3.362,0.5415,8.062
墨西哥,2020,1.1729,12600,80.73,11207.4112,3.0181,3.4027,0.2394,7.4311
墨西哥,2021,1.2972,12671,81.02,13125.5751,3.3946,3.504,0.1985,7.9894
墨西哥,2022,1.3116,12750,81.3,14658.5409,4.118,3.4771,0.2512,8.7255
南非,1993,0.283,4253,53.52,1471.9475,0.7804,0.0459,2.789,3.6909
南非,1994,0.3649,4327,54,1535.1271,0.8144,0.0459,2.8787,3.8495
南非,1995,0.312,4399,54.49,1717.3593,0.8685,0.0465,2.987,4.0231
南非,1996,0.3161,4466,54.97,1632.3493,0.8946,0.0405,3.033,4.1031
南非,1997,0.3458,4529,55.45,1689.7806,0.9094,0.0335,3.0999,4.196
南非,1998,0.3052,4585,55.93,1529.8298,0.9232,0.0335,3.0068,4.1221
南非,1999,0.3026,4636,56.41,1515.1696,0.9359,0.0427,3.1417,4.2615
南非,2000,0.3154,4681,56.89,1517.5276,0.9515,0.041,3.1247,4.2674
南非,2001,0.2879,4723,57.37,1354.2991,0.9719,0.0498,3.1358,4.2895
南非,2002,0.3119,4766,57.9,1290.8756,0.997,0.0501,2.983,4.18
南非,2003,0.3647,4810,58.45,1970.1897,1.0329,0.0379,3.3155,4.5286
南非,2004,0.3906,4856,58.99,2558.0691,1.0717,0.0876,3.6328,4.942
南非,2005,0.4052,4902,59.54,2888.6722,1.0736,0.1244,3.349,4.6778
南非,2006,0.4058,4949,60.08,3038.5868,1.0944,0.1348,3.4111,4.7738
南非,2007,0.3944,5000,60.62,3330.7712,1.1169,0.1365,3.5027,4.9039
南非,2008,0.3791,5057,61.15,3161.3126,1.0592,0.1412,3.9078,5.2549
南非,2009,0.3884,5117,61.69,3297.5406,1.0388,0.1197,3.9282,5.2316
南非,2010,0.4304,5178,62.22,4173.6382,1.0845,0.1484,3.8863,5.2661
南非,2011,0.4144,5244,62.75,4581.9949,1.0972,0.1541,3.7896,5.2019
南非,2012,0.4268,5315,63.27,4344.0055,1.1253,0.1569,3.6986,5.1217
南非,2013,0.4186,5387,63.79,4008.8601,1.1452,0.146,3.6994,5.1444
南非,2014,0.4039,5473,64.31,3811.9887,1.1292,0.1547,3.7466,5.2038
南非,2015,0.3966,5588,64.83,3467.0979,1.246,0.1555,3.5154,5.0998
南非,2016,0.3762,5642,65.34,3235.8551,1.1947,0.1316,3.7802,5.3292
南非,2017,0.4151,5664,65.85,3814.4881,1.1934,0.1444,3.7186,5.3084
南非,2018,0.4188,5734,66.36,4052.6072,1.1908,0.1588,3.5289,5.1073
南非,2019,0.399,5809,66.86,3893.3003,1.1756,0.1534,3.7611,5.3347
南非,2020,0.4502,5880,67.35,3382.914,0.964,0.1429,3.6565,4.9892
南非,2021,0.4039,5939,67.85,4201.1781,1.041,0.1661,3.5099,5.0016
南非,2022,0.3987,5989,68.34,4052.7085,1.0643,0.1641,3.3131,4.8193
挪威,1993,0.0969,431,73.06,1205.7921,0.3798,0.1025,0.0329,1.7872
挪威,1994,0.0981,434,73.45,1271.3132,0.3875,0.11,0.037,1.7262
挪威,1995,0.1072,436,73.79,1520.2961,0.3831,0.1111,0.0404,1.8318
挪威,1996,0.1051,438,74.06,1635.2011,0.4103,0.1206,0.0402,1.6803
挪威,1997,0.1112,441,74.48,1613.5663,0.4158,0.1393,0.0399,1.7665
挪威,1998,0.1316,443,75.03,1542.303,0.4166,0.1422,0.0433,1.8371
挪威,1999,0.1318,446,75.57,1623.8371,0.4131,0.1359,0.0406,1.8858
挪威,2000,0.1214,449,76.02,1714.572,0.3828,0.1525,0.0416,2.0898
挪威,2001,0.1191,451,76.38,1742.3935,0.4343,0.1413,0.037,1.89
挪威,2002,0.1223,454,76.73,1959.1485,0.4205,0.1509,0.0321,1.9666
挪威,2003,0.1339,456,77.08,2293.8547,0.434,0.1625,0.0314,1.7353
挪威,2004,0.1425,459,77.4,2652.6866,0.4248,0.1719,0.0354,1.7673
挪威,2005,0.1545,462,77.68,3099.7858,0.4234,0.1573,0.0302,2.0187
挪威,2006,0.1686,466,77.95,3469.1516,0.433,0.1559,0.0259,1.8488
挪威,2007,0.1834,471,78.23,4026.4326,0.4304,0.1503,0.0285,1.9846
挪威,2008,0.1823,477,78.53,4649.1755,0.4243,0.1548,0.0294,2.0323
挪威,2009,0.1594,483,78.82,3879.764,0.4285,0.1487,0.0234,1.8765
挪威,2010,0.1734,489,79.1,4310.5214,0.4378,0.1475,0.0319,1.8014
挪威,2011,0.1656,495,79.46,5013.6055,0.4301,0.1452,0.0354,1.827
挪威,2012,0.1637,502,79.87,5127.7731,0.4207,0.1445,0.0343,2.0234
挪威,2013,0.1729,508,80.29,5260.1447,0.4353,0.1434,0.0325,1.8969
挪威,2014,0.1628,514,80.69,5017.3647,0.4136,0.1536,0.0356,1.9539
挪威,2015,0.147,519,81.09,3881.5951,0.4135,0.1633,0.0319,1.9728
挪威,2016,0.1604,523,81.49,3709.5655,0.3997,0.1576,0.0328,2.002
挪威,2017,0.1693,528,81.87,4017.4528,0.3977,0.1654,0.0342,2.012
挪威,2018,0.1738,531,82.25,4397.8863,0.4089,0.1597,0.0334,1.9805
挪威,2019,0.1702,535,82.62,4087.4284,0.3945,0.1647,0.0327,1.8559
挪威,2020,0.1716,538,82.97,3676.3342,0.3748,0.1588,0.0323,2.0121
挪威,2021,0.1684,541,83.32,5033.6799,0.3805,0.1518,0.0352,2.0487
挪威,2022,0.1742,546,83.66,5933.4898,0.3608,0.1435,0.0336,1.8962
欧盟,1993,10.0279,42435,69.85,67611.645,25.1686,10.591,13.7158,61.0188
欧盟,1994,10.1114,42541,69.99,71619.2533,25.2915,10.4615,13.4019,60.796
欧盟,1995,10.311,42621,70.13,82958.3218,25.8447,11.3326,13.2291,62.2972
欧盟,1996,10.2408,42691,70.27,84313.5402,26.3388,12.311,13.2586,64.2032
欧盟,1997,10.3711,42755,70.4,77337.7269,26.5651,11.9811,12.862,63.9545
欧盟,1998,11.0964,42812,70.53,79698.2838,27.3525,12.3106,12.2781,64.6117
欧盟,1999,11.6764,42883,70.67,79258.7786,27.1531,12.6195,11.6982,64.313
欧盟,2000,11.6653,42934,70.83,72763.9099,26.7941,12.9198,11.8581,64.7972
欧盟,2001,11.201,42991,71.01,73936.1274,27.1683,13.3678,11.8278,66.0936
欧盟,2002,11.4314,43090,71.24,80835.19,26.9591,13.4639,11.8929,65.6444
欧盟,2003,11.9686,43243,71.46,99321.3349,27.0825,14.191,12.299,66.9331
欧盟,2004,12.4418,43406,71.68,114189.0035,27.2537,14.573,12.0829,67.8781
欧盟,2005,12.7681,43560,71.9,119100.6871,27.299,15.0728,11.6872,67.8957
欧盟,2006,12.9469,43701,72.12,127126.3561,27.3276,15.0253,12.0025,68.4202
欧盟,2007,13.3438,43848,72.34,147275.1998,26.7312,14.7781,12.1213,67.581
欧盟,2008,13.0776,43989,72.55,162953.8392,26.4588,15.0897,11.2311,67.3234
欧盟,2009,11.617,44093,72.76,147627.3218,24.9268,14.1734,9.9576,63.3111
欧盟,2010,11.596,44155,72.97,145560.3735,24.8245,15.2361,10.4516,65.8845
欧盟,2011,11.9522,44077,73.17,157650.4568,24.0611,14.024,10.7479,63.9149
欧盟,2012,11.2201,44142,73.36,146415.079,23.1347,13.7752,10.7018,63.2674
欧盟,2013,11.3349,44250,73.54,152946.9557,22.5471,13.4973,10.4984,62.7574
欧盟,2014,11.2722,44360,73.72,156511.5575,22.1342,11.9358,9.9957,60.5867
欧盟,2015,10.997,44457,73.91,135536.7667,22.507,12.4829,9.9817,61.3908
欧盟,2016,11.2765,44552,74.1,138885.1286,22.9018,13.2696,9.5831,62.062
欧盟,2017,11.322,44622,74.31,147655.4345,23.3626,13.8926,9.4637,62.946
欧盟,2018,11.6171,44700,74.52,159809.9227,23.3348,13.633,9.0642,62.8832
欧盟,2019,11.012,44737,74.74,156934.3272,23.2751,14.1318,7.2985,61.8582
欧盟,2020,11.166,44769,74.96,153811.7443,20.3717,13.6784,6.0171,57.2495
欧盟,2021,11.8415,44718,75.2,173152.1853,21.3776,14.2925,6.8431,60.28
欧盟,2022,11.7607,44737,75.47,167465.4487,22.1341,12.3611,6.9786,58.18
葡萄牙,1993,0.1699,996,49.79,950.0975,0.5319,0,0.1377,0.771
葡萄牙,1994,0.193,999,50.45,996.8864,0.5307,0,0.1435,0.7989
葡萄牙,1995,0.188,1003,51.11,1181.2201,0.5988,0,0.1759,0.8755
葡萄牙,1996,0.2095,1006,51.77,1226.3009,0.5698,0,0.1641,0.9028
葡萄牙,1997,0.2206,1011,52.43,1170.1654,0.6106,0.0036,0.1493,0.9158
葡萄牙,1998,0.2347,1016,53.09,1239.4633,0.6694,0.0289,0.1493,0.999
葡萄牙,1999,0.2571,1022,53.74,1274.7039,0.6928,0.0809,0.155,1.0218
葡萄牙,2000,0.2473,1029,54.4,1186.0519,0.6794,0.0831,0.1554,1.056
葡萄牙,2001,0.2599,1036,55.04,1216.0411,0.6783,0.0927,0.1329,1.0716
葡萄牙,2002,0.2633,1042,55.67,1347.9557,0.7005,0.1128,0.1465,1.0635
葡萄牙,2003,0.2463,1046,56.29,1652.2618,0.6568,0.1087,0.1403,1.0921
葡萄牙,2004,0.2491,1048,56.91,1893.8212,0.6666,0.1362,0.1388,1.0711
葡萄牙,2005,0.245,1050,57.52,1972.5388,0.6883,0.1544,0.1397,1.069
葡萄牙,2006,0.2306,1052,58.14,2087.5645,0.6094,0.1483,0.1383,1.0612
葡萄牙,2007,0.2223,1054,58.75,2404.9615,0.6184,0.158,0.1204,1.0694
葡萄牙,2008,0.1958,1056,59.36,2634.1639,0.5977,0.1729,0.1053,1.0323
葡萄牙,2009,0.2214,1057,59.96,2446.6776,0.5537,0.1717,0.1196,1.0412
葡萄牙,2010,0.198,1057,60.57,2381.13,0.5417,0.1868,0.069,1.0983
葡萄牙,2011,0.1699,1056,61.17,2451.1799,0.5088,0.1891,0.093,1.0477
葡萄牙,2012,0.1368,1051,61.76,2162.2424,0.4633,0.164,0.1219,0.9568
葡萄牙,2013,0.1195,1046,62.35,2264.3386,0.4783,0.1555,0.1109,1.0505
葡萄牙,2014,0.1182,1040,62.94,2299.0196,0.4863,0.1485,0.1122,1.0717
葡萄牙,2015,0.1139,1036,63.51,1993.9407,0.482,0.1735,0.1365,1.0484
葡萄牙,2016,0.1282,1033,64.09,2064.2615,0.4913,0.1827,0.1192,1.1214
葡萄牙,2017,0.1253,1030,64.65,2213.5787,0.4896,0.2282,0.1359,1.0868
葡萄牙,2018,0.1238,1028,65.21,2423.1312,0.4869,0.2088,0.114,1.1074
葡萄牙,2019,0.1246,1029,65.76,2399.8692,0.5033,0.2209,0.0523,1.0546
葡萄牙,2020,0.1354,1030,66.31,2290.3186,0.4117,0.2173,0.0237,0.9558
葡萄牙,2021,0.147,1036,66.85,2555.3484,0.422,0.2092,0.0082,0.9589
葡萄牙,2022,0.1469,1041,67.38,2551.9666,0.4569,0.2018,0.0004,0.9279
日本,1993,3.072,12483,77.75,45369.4048,10.8016,2.005,3.2501,19.7034
日本,1994,3.1715,12518,77.88,49987.9755,11.4179,2.1442,3.4032,20.4407
日本,1995,3.462,12547,78.02,55455.6366,11.8456,2.1822,3.5275,21.4854
日本,1996,3.3653,12576,78.15,49233.9153,11.9306,2.3284,3.6201,21.9005
日本,1997,3.294,12606,78.27,44924.4861,11.8007,2.4169,3.7186,22.3221
日本,1998,2.9965,12640,78.4,40983.6271,11.3805,2.4899,3.545,21.8765
日本,1999,2.7305,12663,78.52,46359.8222,11.5697,2.6151,3.7295,22.2347
日本,2000,3.2316,12684,78.65,49683.5908,11.4061,2.7239,3.9982,22.4729
日本,2001,2.9694,12715,79.99,43747.1169,11.0652,2.7982,4.0938,22.2601
日本,2002,2.7447,12745,81.65,41828.4605,10.9896,2.7377,4.3485,22.2928
